,Sign,GlossVar,Frequence,Path,SentencePath
440,de,DE-ACUERDO_1,1,IGUAL_ORACION_5\DE-ACUERDO_1_2.mp4,IGUAL_ORACION_5.mp4
441,igual,IGUAL_3,2,IGUAL_ORACION_5\IGUAL_3_5.mp4,IGUAL_ORACION_5.mp4
442,empujar,EMPUJAR_1,2,IGUAL_ORACION_6\EMPUJAR_1_2.mp4,IGUAL_ORACION_6.mp4
443,igual,IGUAL_4,2,IGUAL_ORACION_6\IGUAL_4_4.mp4,IGUAL_ORACION_6.mp4
444,deber,DEBER_1,1,IGUAL_ORACION_7\DEBER_1_4.mp4,IGUAL_ORACION_7.mp4
445,grupo,GRUPO_1,1,IGUAL_ORACION_7\GRUPO_1_2.mp4,IGUAL_ORACION_7.mp4
446,igual,IGUAL_5,1,IGUAL_ORACION_7\IGUAL_5_5.mp4,IGUAL_ORACION_7.mp4
447,comunicar,COMUNICAR_1,1,IGUAL_ORACION_8\COMUNICAR_1_3.mp4,IGUAL_ORACION_8.mp4
448,desigualdad,DESIGUALDAD_1,1,IGUAL_ORACION_8\DESIGUALDAD_1_7.mp4,IGUAL_ORACION_8.mp4
449,diferente,DIFERENTE_1,1,IGUAL_ORACION_8\DIFERENTE_1_5.mp4,IGUAL_ORACION_8.mp4
450,igual,IGUAL_6,2,IGUAL_ORACION_8\IGUAL_6_6.mp4,IGUAL_ORACION_8.mp4
451,animal,ANIMAL_1,1,IMPOSIBLE_ORACION_1\ANIMAL_1_6.mp4,IMPOSIBLE_ORACION_1.mp4
452,dinosaurio,DINOSAURIO_1,1,IMPOSIBLE_ORACION_1\DINOSAURIO_1_9.mp4,IMPOSIBLE_ORACION_1.mp4
453,igual,IGUAL_7,1,IMPOSIBLE_ORACION_1\IGUAL_7_8.mp4,IMPOSIBLE_ORACION_1.mp4
454,mundo,MUNDO_1,1,IMPOSIBLE_ORACION_1\MUNDO_1_14.mp4,IMPOSIBLE_ORACION_1.mp4
455,no,NO-HABER_1,1,IMPOSIBLE_ORACION_1\NO-HABER_1_12.mp4,IMPOSIBLE_ORACION_1.mp4
456,infiel,INFIEL_1,1,INFIEL_ORACION_1\INFIEL_1_6.mp4,INFIEL_ORACION_1.mp4
457,ir,IR_4,3,IR_ORACION_2\IR_4_1.mp4,IR_ORACION_2.mp4
458,ir,IR_3,1,IR_ORACION_3\IR_3_3.mp4,IR_ORACION_3.mp4
459,visitar,VISITAR_1,1,IR_ORACION_4\VISITAR_1_3.mp4,IR_ORACION_4.mp4
460,encontrar él,ENCONTRARSE_2,1,IR_ORACION_5\ENCONTRARSE_2_5.mp4,IR_ORACION_5.mp4
461,esquina,ESQUINA_1,1,IR_ORACION_5\ESQUINA_1_3.mp4,IR_ORACION_5.mp4
462,ahora,AHORA_2,1,JOVEN_ORACION_1\AHORA_2_10.mp4,JOVEN_ORACION_1.mp4
463,disculpa,DISCULPA_1,2,JOVEN_ORACION_1\DISCULPA_1_6.mp4,JOVEN_ORACION_1.mp4
464,joven,JOVEN_1,2,JOVEN_ORACION_1\JOVEN_1_8.mp4,JOVEN_ORACION_1.mp4
465,mejor,MEJOR_1,1,JOVEN_ORACION_1\MEJOR_1_2.mp4,JOVEN_ORACION_1.mp4
466,libre,LIBRE_1,1,JOVEN_ORACION_2\LIBRE_1_12.mp4,JOVEN_ORACION_2.mp4
467,joven,JOVEN_2,1,JOVEN_ORACION_3\JOVEN_2_7.mp4,JOVEN_ORACION_3.mp4
468,viejo,VIEJO_1,1,JOVEN_ORACION_3\VIEJO_1_4.mp4,JOVEN_ORACION_3.mp4
469,jugar,JUGAR_1,3,JUGAR_ORACION_1\JUGAR_1_2.mp4,JUGAR_ORACION_1.mp4
470,junto,JUNTOS_1,1,JUNTOS_ORACION_1\JUNTOS_1_3.mp4,JUNTOS_ORACION_1.mp4
471,encender,ENCENDER-MOTOR_1,1,LANCHA_ORACION_1\ENCENDER-MOTOR_1_2.mp4,LANCHA_ORACION_1.mp4
472,motor,MOTOR_1,1,LANCHA_ORACION_1\MOTOR_1_3.mp4,LANCHA_ORACION_1.mp4
473,brillo,BRILLO_1,1,LENTES-DE-SOL-ORACION_1\BRILLO_1_9.mp4,LENTES-DE-SOL-ORACION_1.mp4
474,incomodar,INCOMODAR_1,1,LENTES-DE-SOL-ORACION_1\INCOMODAR_1_10.mp4,LENTES-DE-SOL-ORACION_1.mp4
475,lent,LENTES_1,2,LENTES-DE-SOL-ORACION_1\LENTES_1_5.mp4,LENTES-DE-SOL-ORACION_1.mp4
476,él,LO-SIENTO_1,2,LO-SIENTO_ORACION_1\LO-SIENTO_1_3.mp4,LO-SIENTO_ORACION_1.mp4
477,dar,DAR-LA-ESPALDA_1,1,LO-SIENTO_ORACION_2\DAR-LA-ESPALDA_1_2.mp4,LO-SIENTO_ORACION_2.mp4
478,fastidiar,FASTIDIAR_1,1,LO-SIENTO_ORACION_2\FASTIDIAR_1_1.mp4,LO-SIENTO_ORACION_2.mp4
479,llamar,LLAMAR-LA-ATENCION_1,1,LO-SIENTO_ORACION_2\LLAMAR-LA-ATENCION_1_3.mp4,LO-SIENTO_ORACION_2.mp4
480,luego,LUEGO_1,1,LUEGO_ORACION_1\LUEGO_1_1.mp4,LUEGO_ORACION_1.mp4
481,baño,BAÑO_1,1,LUEGO_ORACION_2\BAÑO_1_2.mp4,LUEGO_ORACION_2.mp4
482,luego,LUEGO_2,1,LUEGO_ORACION_2\LUEGO_2_1.mp4,LUEGO_ORACION_2.mp4
483,malo,MALO_1,1,MALO_ORACION_1\MALO_1_10.mp4,MALO_ORACION_1.mp4
484,persona,PERSONA-PEQUEÑA_1,3,MALO_ORACION_1\PERSONA-PEQUEÑA_1_5.mp4,MALO_ORACION_1.mp4
485,tirar,TIRAR_1,1,MALO_ORACION_1\TIRAR_1_4.mp4,MALO_ORACION_1.mp4
486,agrupar,AGRUPAR_1,1,MALO_ORACION_2\AGRUPAR_1_6.mp4,MALO_ORACION_2.mp4
487,alejar,ALEJAR-DE-LA-PERSONA_1,1,MALO_ORACION_2\ALEJAR-DE-LA-PERSONA_1_5.mp4,MALO_ORACION_2.mp4
488,malo,MALO_2-CONTAR,1,MALO_ORACION_2\MALO_2-CONTAR_1_10.mp4,MALO_ORACION_2.mp4
489,malo,MALO_2,1,MALO_ORACION_2\MALO_2_11.mp4,MALO_ORACION_2.mp4
490,barrer,BARRER_1,1,MANDAR_ORACION_1\BARRER_1_7.mp4,MANDAR_ORACION_1.mp4
491,mandar,MANDAR_1,1,MANDAR_ORACION_1\MANDAR_1_6.mp4,MANDAR_ORACION_1.mp4
492,enviar,ENVIAR_1,1,MANDAR_ORACION_2\ENVIAR_1_3.mp4,MANDAR_ORACION_2.mp4
493,matrimonio,MATRIMONIO_1,1,MATRIMONIO_ORACION_1\MATRIMONIO_1_2.mp4,MATRIMONIO_ORACION_1.mp4
494,invitar,INVITAR_1,1,MATRIMONIO_ORACION_2\INVITAR_1_1.mp4,MATRIMONIO_ORACION_2.mp4
495,matrimonio,MATRIMONIO_2,1,MATRIMONIO_ORACION_2\MATRIMONIO_2_2.mp4,MATRIMONIO_ORACION_2.mp4
496,bolsillo,BOLSILLO_1,1,MUCHO-DINERO_ORACION_1\BOLSILLO_1_2.mp4,MUCHO-DINERO_ORACION_1.mp4
497,mucho,MUCHO-DINERO_1,1,MUCHO-DINERO_ORACION_1\MUCHO-DINERO_1_4.mp4,MUCHO-DINERO_ORACION_1.mp4
498,pelota,PELOTA_1,1,PELOTA_ORACION_1\PELOTA_1_3.mp4,PELOTA_ORACION_1.mp4
499,perder,PERDER_1,1,PERDER_ORACION_1\PERDER_1_3.mp4,PERDER_ORACION_1.mp4
500,persona,PERSONA-PEQUEÑA_2,1,PERSONA-PEQUEÑA_ORACION_3\PERSONA-PEQUEÑA_2_4.mp4,PERSONA-PEQUEÑA_ORACION_3.mp4
501,pila,PILA_1,1,PILA_ORACION_1\PILA_1_2.mp4,PILA_ORACION_1.mp4
502,contar,CONTAR_,1,PREGUNTAR_ORACION_1\CONTAR_3.mp4,PREGUNTAR_ORACION_1.mp4
503,doctor,DOCTOR_1,1,PREGUNTAR_ORACION_1\DOCTOR_1_2.mp4,PREGUNTAR_ORACION_1.mp4
504,buscar,BUSCAR_2,1,PREGUNTAR_ORACION_2\BUSCAR_2_1.mp4,PREGUNTAR_ORACION_2.mp4
505,presente,PRESENTE_1,1,PRESENTE_ORACION_1\PRESENTE_1_5.mp4,PRESENTE_ORACION_1.mp4
506,qué,QUÉ_1,1,PRESENTE_ORACION_1\QUÉ_1_2.mp4,PRESENTE_ORACION_1.mp4
507,entrar,ENTRAR-PERSONA_1,1,PUERTA_ORACION_1\ENTRAR-PERSONA_1_4.mp4,PUERTA_ORACION_1.mp4
508,puerta,PUERTA_1,1,PUERTA_ORACION_1\PUERTA_1_3.mp4,PUERTA_ORACION_1.mp4
509,leer,LEER_2,1,SUBIR-PERSONA_ORACION_1\LEER_2_2.mp4,SUBIR-PERSONA_ORACION_1.mp4
510,subir,SUBIR-PERSONA_1,1,SUBIR-PERSONA_ORACION_1\SUBIR-PERSONA_1_4.mp4,SUBIR-PERSONA_ORACION_1.mp4
511,mucho,MUCHO-TIEMPO_1,1,SUDAR_ORACION_1\MUCHO-TIEMPO_1_3.mp4,SUDAR_ORACION_1.mp4
512,sudar,SUDAR_1,2,SUDAR_ORACION_1\SUDAR_1_7.mp4,SUDAR_ORACION_1.mp4
513,sudar,SUDAR_2,1,SUDAR_ORACION_3\SUDAR_2_3.mp4,SUDAR_ORACION_3.mp4
514,telefono,TELEFONO_1,2,TELEFONO_ORACION_1\TELEFONO_1_4.mp4,TELEFONO_ORACION_1.mp4
515,bueno,BUENO_2,1,TELEFONO_ORACION_2\BUENO_2_4.mp4,TELEFONO_ORACION_2.mp4
516,ocupado,OCUPADO_1,1,TELEFONO_ORACION_2\OCUPADO_1_1.mp4,TELEFONO_ORACION_2.mp4
517,sonar,SONAR-TELEFONO_1,1,TELEFONO_ORACION_2\SONAR-TELEFONO_1_2.mp4,TELEFONO_ORACION_2.mp4
